Straat;Huisnr.;Toev.;Postcode;Plaats;Makelaar;Tel makelaar;Aanmeldingsoort;Huidige prijs;Koop conditie;Prijs per m2;Transactie prijs / huur;Transactieprijs per m2;Huidige huur;Huur conditie;Vertrouwelijk;Datum aanmelding;Voorbehoud vanaf;Voorbehoud tot;Datum afmelding;Ondertekening akte;Transactiedatum;Transportdatum;Ontb. voorwaarden FIN;Waarborg;Dagen op de markt;Woonoppervlakte;Inhoud woning;Perceel oppervlak ;Overige inpandige ruimte;Externe bergruimte;Gebouwgeb. buitenruimte;Woonkamer;Bouwjaar / Periode;Aantal kamers;Aantal slaapkamers;Soort OG;Soort woning;Soort appartement;Type woning;Kwaliteit woning;Subtype woning/appartement;(Voorlopig) energielabel;Energie index;Energie einddatum;Status;Medeaanmelders;Prijs aanvaarding;Aantal prijswijzigingen;Aangemeld voor;Prijswijziging 1;Datum;Verschil;Prijswijziging 2;Datum;Verschil;Prijswijziging 3;Datum;Verschil;Prijswijziging 4;Datum;Verschil;Prijswijziging 5;Datum;Verschil
Binnen Dommersstraat;25;#NAME?;1013 HK;AMSTERDAM;Rappange Makelaardij b.v. ;020-6240363;In verhuur genomen; € - ;; € - ;€ 1,550;€ 26;€ 1,550;Per maand;nee;2-8-2019;;;14-8-2019;14-8-2019;14-8-2019;14-8-2019;;;13;60;160;;;;;;;2;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Spilbergenstraat;110;II;1057 RM;AMSTERDAM;Visch & van Zeggelaar Amsterdam ;020 2091911;In verhuur genomen; € - ;; € - ;€ 1,550;€ 31;€ 1,550;Per maand;nee;5-8-2019;;;15-8-2019;15-8-2019;15-8-2019;;;;11;50;121;;;;8;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Spilbergenstraat;150;I;1057 RP;AMSTERDAM;Visch & van Zeggelaar Amsterdam ;020 2091911;Direct verhuurd; € - ;; € - ;€ 1,550;€ 31;€ 1,550;Per maand;nee;1-8-2019;;;6-8-2019;1-8-2019;1-8-2019;;;;1;50;121;;;;8;;;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Spilbergenstraat;136;1;1057 RN;AMSTERDAM;Visch & van Zeggelaar Amsterdam ;020 2091911;Direct verhuurd; € - ;; € - ;€ 1,550;€ 31;€ 1,550;Per maand;nee;1-8-2019;;;6-8-2019;1-8-2019;1-8-2019;;;;1;50;121;;;;8;;;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Pieter Baststraat;18;IV;1071 TX;AMSTERDAM;Peter Bruin Makelaardij o.g. b.v. ;020-6768022;In verhuur genomen; € - ;; € - ;€ 1,550;€ 31;€ 1,550;Per maand;nee;8-8-2019;;;19-8-2019;16-8-2019;16-8-2019;16-8-2019;;;9;50;125;;;;;;1906;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;1;€ 1,650;€ 1,550;8-8-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Sumatrakade;15;;1019 BJ;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,555;€ 18;€ 1,555;Per maand;nee;14-2-2019;;;5-7-2019;5-7-2019;5-7-2019;5-7-2019;;;142;88;220;;;6;6;21;1997;3;2;Appartement;;tussenverdieping;;;;C;;30-11-2019;Verhuurd;;per datum;1;€ 1,540;€ 1,555;6-3-2019;€ -15;  ;;  ;  ;;  ;  ;;  ;  ;;  
Oostelijke Handelskade;597;;1019 BW;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,558;€ 15;€ 1,558;Per maand;nee;7-6-2019;;;22-8-2019;22-8-2019;22-8-2019;22-8-2019;;;77;103;267;;;;;;2013;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,558;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wielingenstraat;30;E;1078 KL;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,569;€ 19;€ 1,569;Per maand;nee;21-2-2019;;;26-7-2019;26-7-2019;26-7-2019;;;;156;84;210;;;;5;31;;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,569;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wielingenstraat;30;E;1078 KL;AMSTERDAM;Grand Relocation ;020-6200813;In verhuur genomen; € - ;; € - ;€ 1,569;€ 19;€ 1,569;Per maand;nee;24-7-2019;;;30-7-2019;30-7-2019;30-7-2019;;;;7;84;268;;;;;;2008;3;2;Appartement;;galerijflat;;;;;;;Verhuurd;;per datum;0;€ 1,569;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jan van Galenstraat;175;1;1056 BS;AMSTERDAM;Vastgoed Unie ;020-3081600;In verhuur genomen; € - ;; € - ;€ 1,575;€ 29;€ 1,575;Per maand;nee;5-9-2018;;;22-8-2019;22-8-2019;22-8-2019;22-8-2019;;;352;55;125;;;;;;1900;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nachtwachtlaan;292;;1058 EK;AMSTERDAM;Dinant Makelaardij ;020-6699999;In verhuur genomen; € - ;; € - ;€ 1,625;€ 24;€ 1,575;Per maand;nee;14-5-2019;;;29-5-2019;29-5-2019;29-5-2019;;;;16;67;180;;;8;6;;1974;2;1;Appartement;;portiekflat;;;;;;;Verhuurd;;per datum;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Gerard Brandtstraat;6;;1054 JJ;AMSTERDAM;Van Huis Uit Makelaars B.V. ;020-8903099;In verhuur genomen; € - ;; € - ;€ 1,575;€ 26;€ 1,575;Per maand;nee;14-5-2019;21-5-2019;;22-5-2019;20-5-2019;20-5-2019;22-5-2019;;;7;61;160;;;;;;1800;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Elandsgracht;61;E;1016 TP;AMSTERDAM;Vastgoed Unie ;020-3081600;In verhuur genomen; € - ;; € - ;€ 1,575;€ 35;€ 1,575;Per maand;nee;15-5-2019;;;3-6-2019;1-6-2019;1-6-2019;1-6-2019;;;18;45;105;;;;3;;2005;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Pieter Langendijkstraat;18;2;1054 ZA;AMSTERDAM;Vastgoed Unie ;020-3081600;In verhuur genomen; € - ;; € - ;€ 1,575;€ 29;€ 1,575;Per maand;nee;17-5-2019;;;3-6-2019;3-6-2019;3-6-2019;12-6-2019;;;18;55;145;;;;4;;1930;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Melis Stokehof;68;;1064 JE;AMSTERDAM;Vastgoed Unie ;020-3081600;In verhuur genomen; € - ;; € - ;€ 1,575;€ 18;€ 1,575;Per maand;nee;20-5-2019;;;5-7-2019;28-6-2019;28-6-2019;1-7-2019;;;40;86;255;;;5;5;;2004;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Burgemeester Hogguerstraat;787;;1064 EB;AMSTERDAM;Hallie & Van Klooster Makelaardij ;020-6816716;In verhuur genomen; € - ;; € - ;€ 1,575;€ 24;€ 1,575;Per maand;nee;23-5-2019;;;3-7-2019;1-7-2019;1-7-2019;1-7-2019;;;40;67;201;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bloemstraat;148;#VALUE!;1016 LJ;Amsterdam;Interhouse Amsterdam ;020 8450527;In verhuur genomen; € - ;; € - ;€ 1,575;€ 28;€ 1,575;Per maand;nee;4-6-2019;;;24-6-2019;24-6-2019;24-6-2019;26-6-2019;;;21;57;148;;;;6;;1939;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;1;€ 1,625;€ 1,575;14-6-2019;€ 50;  ;;  ;  ;;  ;  ;;  ;  ;;  
Demerarastraat;4;;1102 MZ;Amsterdam;Interhouse Amsterdam ;020 8450527;In verhuur genomen; € - ;; € - ;€ 1,575;€ 22;€ 1,575;Per maand;nee;5-6-2019;;;26-6-2019;25-6-2019;25-6-2019;25-6-2019;;;21;72;188;;;4;6;;2012;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nieuwe Keizersgracht;65;II;1018 VD;AMSTERDAM;Valerius Rentals ;(+31) 20 891 28 20;In verhuur genomen; € - ;; € - ;€ 1,575;€ 38;€ 1,575;Per maand;nee;1-7-2019;;;25-7-2019;25-7-2019;25-7-2019;;;;25;41;110;;;;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;1;€ 1,650;€ 1,575;18-7-2019;€ 75;  ;;  ;  ;;  ;  ;;  ;  ;;  
Geuzenstraat;41;1;1056 KA;AMSTERDAM;Vastgoed Unie ;020-3081600;In verhuur genomen; € - ;; € - ;€ 1,575;€ 32;€ 1,575;Per maand;nee;9-7-2019;;;2-8-2019;1-8-2019;1-8-2019;1-8-2019;;;24;50;165;;;;;;1900;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Tolstraat;83;I;1073 RZ;AMSTERDAM;Lengers Housing ;0294-252783;In verhuur genomen; € - ;; € - ;€ 1,575;€ 37;€ 1,575;Per maand;nee;13-7-2019;;;29-7-2019;26-7-2019;26-7-2019;31-7-2019;;;14;43;108;;;;9;;1930;3;1;Appartement;;bovenwoning;;;;C;;17-5-2026;Verhuurd;;direct;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eerste Jan van der Heijdenstraat;28;2A;1072 TT;AMSTERDAM;Vastgoed Unie ;020-3081600;In verhuur genomen; € - ;; € - ;€ 1,575;€ 39;€ 1,575;Per maand;nee;15-7-2019;;;29-7-2019;28-7-2019;28-7-2019;19-8-2019;;;14;40;100;;;;8;;1895;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Pijnackerstraat;8;2;1072 JT;AMSTERDAM;Vastgoed Unie ;020-3081600;In verhuur genomen; € - ;; € - ;€ 1,575;€ 29;€ 1,575;Per maand;nee;17-7-2019;;;30-7-2019;29-7-2019;29-7-2019;1-9-2019;;;13;55;180;;1;;4;;1925;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hoofdweg;234;II;1057 DG;Amsterdam;Inxxx Rentals ;614432411;In verhuur genomen; € - ;; € - ;€ 1,575;€ 27;€ 1,575;Per maand;nee;19-7-2019;;;22-8-2019;1-8-2019;1-8-2019;2-8-2019;;;14;58;150;;;;;;1925;3;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hazenstraat;11;;1016 SM;AMSTERDAM;Dutch Real Estate Company Amsterdam ;020-7723460;Direct verhuurd; € - ;; € - ; Beschikbaar over 672 dagen  ;€ 45;€ 1,575;Per maand;nee;24-6-2019;;;23-7-2019;24-6-2019;24-6-2019;24-6-2021;;;1;35;90;;;;10;;1930;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;in overleg;0;€ 1,575;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eendrachtstraat;27;#NAME?;1078 XW;AMSTERDAM;Kuijs Reinder Kakes ;020-6265361;In verhuur genomen; € - ;; € - ;€ 1,580;€ 19;€ 1,580;Per maand;nee;26-7-2019;7-8-2019;;13-8-2019;8-8-2019;8-8-2019;;;;14;82;213;;;6;;;1930;3;2;Appartement;;benedenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,580;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Orteliusstraat;170;II;1057 BK;AMSTERDAM;Aemestelle Makelaars V.O.F. ;020-6794919;In verhuur genomen; € - ;; € - ;€ 1,585;€ 32;€ 1,585;Per maand;nee;31-5-2019;;;22-7-2019;22-7-2019;22-7-2019;22-7-2019;;;53;50;150;;;;8;;;1;1;Appartement;;bovenwoning;;;;D;;16-5-2025;Verhuurd;;in overleg;0;€ 1,585;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Gaasterlandstraat;182;;1079 RH;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,585;€ 17;€ 1,585;Per maand;nee;11-7-2019;;;6-8-2019;6-8-2019;6-8-2019;6-8-2019;;;27;93;242;;6;;6;45;2016;3;2;Appartement;;tussenverdieping;;;;A;0.85;9-12-2025;Verhuurd;;per datum;0;€ 1,585;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Finsenstraat;12;hs;1098 RG;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,590;€ 20;€ 1,590;Per maand;nee;27-3-2019;;;17-7-2019;17-7-2019;17-7-2019;17-7-2019;;;113;80;208;;;5;;19;;3;2;Appartement;;bovenwoning;;;;F;;2-12-2024;Verhuurd;;per datum;1;€ 1,550;€ 1,590;22-5-2019;€ -40;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jacob van Lennepstraat;234;E;1053 KB;AMSTERDAM;HuisPortaal.nl B.V. ;857820000;In verhuur genomen; € - ;; € - ;€ 1,590;€ 22;€ 1,590;Per maand;nee;14-5-2019;3-6-2019;;11-6-2019;3-6-2019;3-6-2019;11-6-2019;;;21;71;148;;;8;;;1983;2;1;Appartement;;penthouse;;;;C;1.54;3-2-2019;Verhuurd;;per datum;1;€ 1,490;€ 1,590;16-5-2019;€ -100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Venetiehof;159;;1019 ND;AMSTERDAM;Cityhomes ;206250071;In verhuur genomen; € - ;; € - ;€ 1,600;€ 18;€ 1,595;Per maand;nee;21-3-2019;;;22-5-2019;22-5-2019;22-5-2019;;;;63;90;250;;4;6;8;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;3;€ 1,750;€ 1,695;21-3-2019;€ 55;€ 1,650;25-4-2019;€ 45;€ 1,595;9-5-2019;€ 55;  ;;  ;  ;;  
Javakade;618;;1019 SE;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,595;€ 16;€ 1,595;Per maand;nee;13-5-2019;;;13-8-2019;13-8-2019;13-8-2019;13-8-2019;;;93;98;245;;;;;29;1997;4;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,595;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jan Haringstraat;6;2;1056 XH;AMSTERDAM;Housingnet V.O.F. ;020-7601500;In verhuur genomen; € - ;; € - ;€ 1,595;€ 28;€ 1,595;Per maand;nee;13-5-2019;;;22-5-2019;22-5-2019;22-5-2019;24-5-2019;;;10;56;155;;;;;;1963;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,595;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Westlandgracht;173;;1059 TJ;AMSTERDAM;Koops Makelaardij Amstelveen ;;In verhuur genomen; € - ;; € - ;€ 1,595;€ 27;€ 1,595;Per maand;nee;18-6-2019;;;19-7-2019;19-7-2019;19-7-2019;19-7-2019;;;32;59;159;;;;;;;2;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;per datum;1;€ 1,650;€ 1,595;19-7-2019;€ 55;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lepelstraat;1;1;1018 XK;AMSTERDAM;Dutch Real Estate Company Amsterdam ;020-7723460;In verhuur genomen; € - ;; € - ;€ 1,595;€ 32;€ 1,595;Per maand;nee;20-6-2019;;;27-6-2019;27-6-2019;27-6-2019;1-7-2019;;;8;50;130;;;;;;1925;2;1;Appartement;;tussenverdieping;;;;E;;3-2-2027;Verhuurd;;in overleg;0;€ 1,595;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Prins Hendrikkade;133;3A;1011 AR;AMSTERDAM;Collection Apartments ;639485636;In verhuur genomen; € - ;; € - ;€ 1,600;€ 40;€ 1,595;Per maand;nee;3-7-2019;;;19-8-2019;19-8-2019;19-8-2019;;;;48;40;96;;2;;;;1800;2;1;Appartement;;portiekwoning;;;;;;;Verhuurd;;direct;1;€ 1,650;€ 1,595;14-8-2019;€ 55;  ;;  ;  ;;  ;  ;;  ;  ;;  
Botticellistraat;38;1b;1077 GC;AMSTERDAM;Cityhomes ;206250071;In verhuur genomen; € - ;; € - ;€ 1,600;€ 29;€ 1,595;Per maand;nee;18-7-2019;;;9-8-2019;9-8-2019;9-8-2019;9-8-2019;;;23;56;140;;;;6;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,595;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Mauritskade;102;I;1093 RR;AMSTERDAM;De Heren van Snoek Makelaardij B.V. ;020-4630100;In verhuur genomen; € - ;; € - ;€ 1,595;€ 35;€ 1,595;Per maand;nee;5-8-2019;;;8-8-2019;8-8-2019;8-8-2019;8-8-2019;;;4;46;114;;;6;;;1882;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;0;€ 1,595;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kinkerstraat;71;E;1053 DG;AMSTERDAM;Klok Real Estate B.V. ;020-6737056;In verhuur genomen; € - ;; € - ;€ 1,600;€ 25;€ 1,600;Per maand;nee;5-11-2018;;;16-7-2019;16-7-2019;16-7-2019;16-7-2019;;;254;65;175;;;11;8;;1893;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Professor J.H. Gunningstraat;111;;1068 MS;AMSTERDAM;Renthouse Vastgoed BV ;020-3030609;In verhuur genomen; € - ;; € - ;€ 1,600;€ 23;€ 1,600;Per maand;nee;6-3-2019;;;4-6-2019;4-6-2019;4-6-2019;;;;91;69;267;;;;;;;3;2;Appartement;;portiekflat;;;;;;;Verhuurd;;in overleg;1;€ 1,750;€ 1,600;21-5-2019;€ 150;  ;;  ;  ;;  ;  ;;  ;  ;;  
Frans Halsstraat;94;1;1072 BX;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,600;€ 34;€ 1,600;Per maand;nee;27-3-2019;;;31-5-2019;31-5-2019;31-5-2019;31-5-2019;;;66;47;150;;;;;;1905;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bloemgracht;40;Sout;1015 TK;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,600;€ 27;€ 1,600;Per maand;nee;1-4-2019;;;23-5-2019;23-5-2019;23-5-2019;23-5-2019;;;53;59;170;;;;;;1905;2;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;per datum;2;€ 1,850;€ 1,750;15-4-2019;€ 100;€ 1,600;20-5-2019;€ 150;  ;;  ;  ;;  ;  ;;  
Westerdok;32;;1013 BH;Amsterdam;Inxxx Rentals ;614432411;In verhuur genomen; € - ;; € - ;€ 1,600;€ 26;€ 1,600;Per maand;nee;4-4-2019;;;22-5-2019;1-5-2019;1-5-2019;16-5-2019;;;28;62;160;;;;;;2008;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Linnaeusparkweg;250;#NAME?;1098 ES;AMSTERDAM;SEM Makelaars ;020-7400531;In verhuur genomen; € - ;; € - ;€ 1,600;€ 23;€ 1,600;Per maand;nee;8-4-2019;;;27-5-2019;17-5-2019;17-5-2019;;;;40;70;210;;;;15;;1952;3;2;Appartement;;bovenwoning;;;;E;;4-10-2027;Verhuurd;;in overleg;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rooseveltlaan;71;4;1079 AE;AMSTERDAM;Parree Makelaardij BV ;020-5353085;In verhuur genomen; € - ;; € - ;€ 1,600;€ 16;€ 1,600;Per maand;nee;11-4-2019;;;18-6-2019;18-6-2019;18-6-2019;;;;69;101;260;;;;6;;1920;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;2;€ 2,000;€ 1,750;16-4-2019;€ 250;€ 1,600;11-6-2019;€ 150;  ;;  ;  ;;  ;  ;;  
Oudezijds Voorburgwal;235;I;1012 EZ;AMSTERDAM;Caron & Co ;020-6251109;In verhuur genomen; € - ;; € - ;€ 1,600;€ 32;€ 1,600;Per maand;nee;15-4-2019;;;2-7-2019;1-7-2019;1-7-2019;8-7-2019;;;78;50;133;;;;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Geuzenkade;66;#NAME?;1056 KN;AMSTERDAM;Wijkhuizen Makelaars o.g. ;31207370730;In verhuur genomen; € - ;; € - ;€ 1,600;€ 29;€ 1,600;Per maand;nee;23-4-2019;;;5-6-2019;14-5-2019;14-5-2019;4-6-2019;;;22;55;214;;;4;6;;;3;2;Appartement;;bovenwoning;;;;D;;16-11-2028;Verhuurd;;in overleg;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Leidsekruisstraat;54;;1017 RJ;AMSTERDAM;Amstel Vastgoed ;020 2233061;In verhuur genomen; € - ;; € - ;€ 1,600;€ 24;€ 1,600;Per maand;nee;26-4-2019;;;3-7-2019;3-7-2019;3-7-2019;3-7-2019;;;69;67;150;;;;;;1915;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;1;€ 1,700;€ 1,600;18-6-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Spilbergenstraat;104;hs;1057 RM;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verhuur genomen; € - ;; € - ;€ 1,600;€ 31;€ 1,600;Per maand;nee;29-4-2019;;;27-5-2019;16-5-2019;16-5-2019;17-5-2019;;;18;52;130;;;;;;1925;3;2;Appartement;;benedenwoning;;;;C;;4-3-2025;Verhuurd;;in overleg;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Volewijkshof;38;;1031 AH;AMSTERDAM;Hoen Makelaars B.V. ;020-3054444;In verhuur genomen; € - ;; € - ;€ 1,600;€ 18;€ 1,600;Per maand;nee;29-4-2019;;;19-6-2019;19-6-2019;19-6-2019;19-6-2019;;;52;88;250;;;;35;;2016;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Stormsteeg;4;II;1012 BD;AMSTERDAM;Keij & Stefels b.v. ;020-5775333;In verhuur genomen; € - ;; € - ;€ 1,600;€ 21;€ 1,600;Per maand;nee;30-4-2019;;;17-6-2019;17-6-2019;17-6-2019;;;;49;75;210;;;;;;1005;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Marskramerstraat;164;;1033 WG;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,600;€ 19;€ 1,600;Per maand;nee;2-5-2019;;;4-6-2019;29-5-2019;29-5-2019;;;;28;85;235;;;5;6;;2007;3;2;Appartement;;bovenwoning;;;;B;;25-3-2029;Verhuurd;;in overleg;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Albert Cuypstraat;94;II;1072 CX;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,600;€ 32;€ 1,600;Per maand;nee;3-5-2019;;;3-6-2019;28-5-2019;28-5-2019;4-6-2019;;;26;50;163;;;;;;1883;2;1;Appartement;;bovenwoning;;;;D;;30-5-2029;Verhuurd;;per datum;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eerste Helmersstraat;69;I;1054 DC;AMSTERDAM;Renthouse Vastgoed BV ;020-3030609;In verhuur genomen; € - ;; € - ;€ 1,600;€ 27;€ 1,600;Per maand;nee;7-5-2019;;;8-8-2019;8-8-2019;8-8-2019;;;;94;60;180;;;;;;;2;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Sarphatipark;74;III;1073 EA;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,650;€ 22;€ 1,600;Per maand;nee;7-5-2019;;;4-7-2019;4-7-2019;4-7-2019;;;;59;74;210;;;;5;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;2;€ 1,800;€ 1,680;23-5-2019;€ 120;€ 1,600;14-6-2019;€ 80;  ;;  ;  ;;  ;  ;;  
Zeeburgerkade;214;;1019 HK;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,550;€ 19;€ 1,600;Per maand;nee;7-5-2019;;;2-7-2019;25-6-2019;25-6-2019;2-7-2019;;;50;80;221;;;;6;;1995;2;1;Appartement;;bovenwoning;;;;D;1.73;8-9-2024;Verhuurd;;per datum;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Arondeusstraat;1;;1063 GB;AMSTERDAM;Van Huis Uit Makelaars B.V. ;020-8903099;In verhuur genomen; € - ;; € - ;€ 1,600;€ 13;€ 1,600;Per maand;nee;8-5-2019;12-6-2019;;14-6-2019;6-6-2019;6-6-2019;28-6-2019;;;30;120;324;;;;50;;1955;3;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;in overleg;0;€ 1,600;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Legmeerplein;11;2;1058 NJ;AMSTERDAM;Homecrew ;(+31) 6 484 90 559;In verhuur genomen; € - ;; € - ;€ 1,600;€ 29;€ 1,600;Per maand;nee;9-5-2019;;;10-6-2019;1-6-2019;1-6-2019;;;;24;55;193;;;;2;;1932;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;1;€ 1,700;€ 1,600;20-5-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
